domain,email,email_domain,domain_relationship,email_classification,validation_status,validation_note,email_domain_occurrences,context,source,evidence_url,competitors,categories,publicwww_ranks
aijobs.com,recruiting@defconai.com,defconai.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com/jobs/remote,Breezy HR,hirevue,21867117
aijobs.com,recruiting@redcellpartners.com,redcellpartners.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com/jobs/remote,Breezy HR,hirevue,21867117
aijobs.com,u003e@redcellpartners.com,redcellpartners.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com/jobs/remote,Breezy HR,hirevue,21867117
aijobs.com,u003eaccommodations@adobe.com,adobe.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com,Breezy HR,hirevue,21867117
aijobs.com,u003ecareers@coreweave.com,coreweave.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com,Breezy HR,hirevue,21867117
aijobs.com,u003ehiringaccommodations@thunderbird.net,thunderbird.net,external_company_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,1,general,direct_page,https://www.aijobs.com/jobs/product,Breezy HR,hirevue,21867117
aijobs.com,u003erecruiting@defconai.com,defconai.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.aijobs.com/jobs/remote,Breezy HR,hirevue,21867117
aijobs.com,you@email.com,email.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,35,general,direct_page,https://www.aijobs.com/jobs,Breezy HR,hirevue,21867117
ailo.breezy.hr,support@breezyhr.com,breezyhr.com,shared_external_domain,role_contact,valid_mx,MX/A DNS check only; no mailbox message sent,17,general,direct_page,https://breezy.hr/,Breezy HR,hirevue,>30M
aimythe.com,hello@aimythe.com,aimythe.com,site_domain,role_contact,valid_a_fallback,MX/A DNS check only; no mailbox message sent,1,general,direct_page,https://aimythe.com/,Retell AI,voice,>30M
aimythe.com,votre@email.com,email.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,35,general,direct_page,https://aimythe.com/,Retell AI,voice,>30M
aimythe.com,vous@entreprise.com,entreprise.com,external_company_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,1,general,direct_page,https://aimythe.com/,Retell AI,voice,>30M
aimythe.com,your@email.com,email.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,35,general,direct_page,https://aimythe.com/,Retell AI,voice,>30M
aireception.net,hello@aireception.net,aireception.net,site_domain,role_contact,valid_a_fallback,MX/A DNS check only; no mailbox message sent,1,general,direct_page,https://aireception.net/,Vapi,voice,>30M
airport-frankfurt-am-main.com,info@example.com,example.com,shared_external_domain,role_contact,valid_mx,MX/A DNS check only; no mailbox message sent,37,general,direct_page,https://www.airport-frankfurt-am-main.com/,Ahrefs,target,856481
airportrentals.com,accounts@goseetravel.com,goseetravel.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,contact,direct_page,https://www.airportrentals.com/support,Ahrefs,target,217918
airportrentals.com,accounts@onlinerepublic.com,onlinerepublic.com,shared_external_domain,named_or_department_contact,valid_mx,MX/A DNS check only; no mailbox message sent,2,contact,direct_page,https://www.airportrentals.com/support,Ahrefs,target,217918
airportrentals.com,flag-icons@7.3.2,7.3.2,shared_external_domain,named_or_department_contact,no_mail_dns,MX/A DNS check only; no mailbox message sent,2,general,direct_page,https://www.airportrentals.com/,Ahrefs,target,217918
airportrentals.com,personaldata@webjetgroup.com,webjetgroup.com,shared_external_domain,legal_or_privacy,valid_mx,MX/A DNS check only; no mailbox message sent,2,legal,direct_page,https://www.airportrentals.com/privacy-policy,Ahrefs,target,217918
airsoftarmoury.dk,kontakt@airsoftarmoury.dk,airsoftarmoury.dk,site_domain,named_or_department_contact,valid_a_fallback,MX/A DNS check only; no mailbox message sent,1,general,direct_page,https://www.airsoftarmoury.dk/,Ahrefs,target,733014
airvisits.com,admin@telemedicine911.com,telemedicine911.com,external_company_domain,legal_or_privacy,valid_mx,MX/A DNS check only; no mailbox message sent,1,legal,direct_page,https://www.airvisits.com/privacy-practices/,Breezy HR,hirevue,>30M
