position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_candidates,email_visibility,corporate_status,verification_eligible_emails,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
5001,>30M,enyei.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5086,>30M,robotrasaerba.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5087,>30M,sundancelending.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5088,>30M,andrefilipe.pt,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5089,>30M,kingdomgraphicdesigns.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5090,>30M,manaclick.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5091,>30M,putzfrau-frankfurt.de,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5092,>30M,alllaketahoelodging.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5093,>30M,uphero.net,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5094,>30M,roundtriprepairs.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5095,>30M,tixsta.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5096,>30M,themadisonpartners.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5097,>30M,gabieigor.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5098,>30M,quierounloft.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5099,>30M,homeprobealberta.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5100,>30M,ishikawakensetsu.jp,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5101,>30M,lstow.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5102,>30M,sahambagus.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5103,>30M,coachingconsciousness.org,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5104,>30M,baracacapital.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5105,>30M,biograma.com.br,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5106,>30M,solines.de,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5107,>30M,fourrier.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5108,>30M,rejectiongame.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5109,>30M,ascendecommerce.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5110,>30M,hat2010.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5111,>30M,embeddable.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5112,>30M,caroleantonio.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5113,>30M,avataresonline.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5114,>30M,alliebs.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5115,>30M,paparazzicenter.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5116,>30M,mentalgritconsulting.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5117,>30M,netiveezra.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5118,>30M,vitrierecully.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5119,>30M,nossocasorio.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5120,>30M,wearehonest.co,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5121,>30M,anlageimmo.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5122,>30M,salvohealth.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5123,>30M,jameswhittet.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5124,>30M,fortunadc.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5125,>30M,wei003.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5126,>30M,likefinance.nl,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5127,>30M,yourfloridalegalhelp.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5128,>30M,casualcreatives.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5129,>30M,clearvector.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5130,>30M,xyslab.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5131,>30M,gauhouse.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5132,>30M,schulstadbakerysolutions.com.au,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5133,>30M,wifi365.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5134,>30M,easy2explain.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5135,>30M,coffeerence.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5136,>30M,dakarit.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5137,>30M,andersoncorrea.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5138,>30M,vdlapparatenbouw.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5139,>30M,vitallink.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5140,>30M,netsecdesign.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5141,>30M,kadavc.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5142,>30M,kihara-kk.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5143,>30M,501seed.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5144,>30M,avmarketing.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5145,>30M,carneshm.es,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5146,>30M,transe-formations.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5147,>30M,lacajadeloscables.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5148,>30M,kissyoen.net,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5149,>30M,freshsheets.com.au,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5150,>30M,heyjoe.fr,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5151,>30M,fresh-traiteur.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5152,>30M,altosplaza.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5153,>30M,nesvquez.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5154,>30M,krausremodeling.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5155,>30M,dataimpulse.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5156,>30M,dominionloan.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5157,>30M,espace9.ca,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5158,>30M,yourbp.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5159,>30M,makineosb.org,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5160,>30M,mybrushdental.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5161,>30M,superfantastik.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5162,>30M,maron-pharma.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5163,>30M,lockridge.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5164,>30M,michealoneill.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5165,>30M,bureauworks.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5166,>30M,excellentsurvey.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5167,>30M,1volet.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5168,>30M,bandmmonuments.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5169,>30M,carolebruno.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5170,>30M,commercialmortgagehelp.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5171,>30M,techlicity.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5172,>30M,taiwanmacula.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5173,>30M,sumoprod.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5174,>30M,homecomfortclub.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5175,>30M,shipsbells.info,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5176,>30M,albahealth.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5177,>30M,outfestperu.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5178,>30M,claytonhopkins.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5179,>30M,vendingexchange.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5180,>30M,mumsmeal.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5181,>30M,immunologyla.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5182,>30M,imcintertech.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5183,>30M,liroad.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5184,>30M,skbmuseum.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5185,>30M,rtosmart.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5186,>30M,gabbiaservices.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5187,>30M,piknpak.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5188,>30M,brightstardigital.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5189,>30M,investapex.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5190,>30M,vandervalkhotelutrecht.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5191,>30M,singerspoint.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5192,>30M,acmeelectricalservices.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5193,>30M,kumo.su,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
5194,>30M,rtxb.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
